id,req_type,DT_ID,API_ID,value,used,created
1,GET,2,6,12.0,1,2023-08-16 22:56:58
2,GET,2,6,8.0,1,2023-08-16 22:57:10
3,GET,2,6,12.0,1,2023-08-16 22:57:14
4,GET,2,6,12.0,1,2023-08-16 22:57:20
5,GET,2,6,10.0,1,2023-08-16 22:57:26
6,GET,2,6,12.0,1,2023-08-16 22:57:32
7,GET,2,6,13.0,1,2023-08-16 22:57:39
8,GET,2,6,7.0,1,2023-08-16 22:57:44
9,GET,2,6,10.0,1,2023-08-16 22:57:51
10,GET,2,6,7.0,1,2023-08-16 22:57:56
11,GET,2,6,8.0,1,2023-08-16 22:58:03
12,GET,2,6,11.0,1,2023-08-16 22:58:09
13,GET,2,6,9.0,1,2023-08-16 22:58:15
14,GET,2,6,8.0,1,2023-08-16 22:58:20
15,GET,2,6,10.0,1,2023-08-16 22:58:27
