id,DT_ID,API_ID,elapsed_time,created
1,4,99,4.014136,2023-08-16 23:45:07
2,1,99,0.007212,2023-08-16 23:45:07
3,4,99,4.019426,2023-08-16 23:45:15
4,1,99,0.015467,2023-08-16 23:45:15
5,4,99,4.022081,2023-08-16 23:45:23
6,1,99,0.008958,2023-08-16 23:45:23
7,4,99,2.011999,2023-08-16 23:45:29
8,1,99,1.007175,2023-08-16 23:45:30
9,4,99,3.009191,2023-08-16 23:45:38
10,1,99,1.010909,2023-08-16 23:45:39
11,4,99,4.007033,2023-08-16 23:45:47
12,1,99,0.003065,2023-08-16 23:45:47
13,4,99,4.012081,2023-08-16 23:45:55
14,1,99,1.006454,2023-08-16 23:45:56
15,4,99,3.006063,2023-08-16 23:46:02
16,1,99,1.010857,2023-08-16 23:46:03
17,4,99,3.009971,2023-08-16 23:46:10
18,1,99,0.005938,2023-08-16 23:46:10
19,4,99,3.00536,2023-08-16 23:46:18
20,1,99,1.009427,2023-08-16 23:46:19
21,4,99,2.012334,2023-08-16 23:46:25
22,1,99,0.00608,2023-08-16 23:46:25
23,4,99,3.011787,2023-08-16 23:46:34
24,1,99,1.00645,2023-08-16 23:46:35
25,4,99,2.007735,2023-08-16 23:46:41
26,1,99,0.004306,2023-08-16 23:46:41
27,4,99,4.005608,2023-08-16 23:46:51
28,1,99,0.003062,2023-08-16 23:46:51
29,4,99,3.011437,2023-08-16 23:46:58
30,1,99,0.004497,2023-08-16 23:46:58
31,4,99,2.011625,2023-08-16 23:47:05
32,1,99,0.005024,2023-08-16 23:47:05
33,4,99,2.010371,2023-08-16 23:47:13
34,1,99,0.004956,2023-08-16 23:47:13
35,4,99,4.013354,2023-08-16 23:47:23
36,1,99,0.004924,2023-08-16 23:47:23
37,4,99,2.012986,2023-08-16 23:47:43
38,1,99,1.00687,2023-08-16 23:47:44
39,4,99,4.014971,2023-08-16 23:48:03
40,1,99,0.005828,2023-08-16 23:48:03
41,4,99,2.013252,2023-08-16 23:48:19
42,1,99,1.009757,2023-08-16 23:48:20
43,4,99,3.014838,2023-08-16 23:48:38
44,1,99,1.011445,2023-08-16 23:48:39
