id,formula,calculated,created
1,,21.0,2023-08-16 23:35:03
2,,-1111111.0,2023-08-16 23:35:09
3,,35.0,2023-08-16 23:35:21
4,,35.0,2023-08-16 23:35:33
5,,42.0,2023-08-16 23:35:45
6,,33.0,2023-08-16 23:35:51
7,,9.0,2023-08-16 23:36:03
8,,33.0,2023-08-16 23:36:15
9,,55.0,2023-08-16 23:36:21
10,,30.0,2023-08-16 23:36:33
11,,36.0,2023-08-16 23:36:45
12,,30.0,2023-08-16 23:36:57
13,,20.0,2023-08-16 23:37:09
14,,36.0,2023-08-16 23:37:21
15,,35.0,2023-08-16 23:37:27
16,,85.0,2023-08-16 23:37:33
