id,req_type,DT_ID,API_ID,value,used,created
1,POST,1,3,5.0,1,2023-05-27 14:25:52
2,POST,1,3,5.0,1,2023-05-27 14:25:59
3,POST,1,3,5.0,1,2023-05-27 14:26:07
4,POST,1,3,5.0,1,2023-05-27 14:26:16
5,POST,1,3,7.0,1,2023-05-27 14:26:23
6,POST,1,3,6.0,1,2023-05-27 14:26:31
7,POST,1,3,5.0,1,2023-05-27 14:26:38
8,POST,1,3,6.0,1,2023-05-27 14:26:47
9,POST,1,3,6.0,1,2023-05-27 14:26:56
10,POST,1,3,5.0,1,2023-05-27 14:27:03
11,POST,1,3,6.0,1,2023-05-27 14:27:10
12,POST,1,3,5.0,1,2023-05-27 14:27:18
13,POST,1,3,5.0,1,2023-05-27 14:27:28
14,POST,1,3,5.0,1,2023-05-27 14:27:34
15,POST,1,3,6.0,1,2023-05-27 14:27:44
