id,req_type,DT_ID,API_ID,value,used,created
1,POST,2,7,8.0,1,2023-08-18 00:49:18
2,POST,2,7,7.0,1,2023-08-18 00:49:29
3,POST,2,7,6.0,1,2023-08-18 00:49:38
4,POST,2,7,7.0,1,2023-08-18 00:49:46
5,POST,2,7,6.0,1,2023-08-18 00:49:55
6,POST,2,7,6.0,1,2023-08-18 00:50:04
7,POST,2,7,7.0,1,2023-08-18 00:50:13
8,POST,2,7,6.0,1,2023-08-18 00:50:22
9,POST,2,7,7.0,1,2023-08-18 00:50:31
10,POST,2,7,6.0,1,2023-08-18 00:50:40
11,POST,2,7,6.0,1,2023-08-18 00:50:49
12,POST,2,7,7.0,1,2023-08-18 00:50:58
13,POST,2,7,7.0,1,2023-08-18 00:51:07
14,POST,2,7,6.0,1,2023-08-18 00:51:17
15,POST,2,7,8.0,1,2023-08-18 00:51:25
16,POST,2,7,6.0,0,2023-08-18 00:51:33
