id,DT_ID,API_ID,elapsed_time,created
1,3,9,3.010197,2023-08-16 23:45:22
2,3,9,2.01191,2023-08-16 23:45:31
3,3,9,4.007366,2023-08-16 23:45:43
4,3,9,2.010508,2023-08-16 23:45:51
5,3,9,4.015935,2023-08-16 23:46:03
6,3,9,4.012544,2023-08-16 23:46:13
7,3,9,2.012266,2023-08-16 23:46:21
8,3,9,2.013773,2023-08-16 23:46:31
9,3,9,4.009583,2023-08-16 23:46:43
10,3,9,2.006068,2023-08-16 23:46:51
11,3,9,3.00982,2023-08-16 23:47:02
12,3,9,2.009889,2023-08-16 23:47:11
13,3,9,3.011921,2023-08-16 23:47:22
14,3,9,3.009203,2023-08-16 23:47:32
15,3,9,3.014082,2023-08-16 23:47:42
