id,DT_ID,stdev_value,created,status
1,-111111111,0.0,2023-08-25 14:19:01,
2,2,1.414,2023-08-25 14:19:01,
3,1,0.0,2023-08-25 14:19:01,
4,-111111111,0.0,2023-08-25 14:19:46,
5,2,1.414,2023-08-25 14:19:46,
6,1,0.772,2023-08-25 14:19:46,
7,-111111111,0.0,2023-08-25 14:20:31,
8,2,2.517,2023-08-25 14:20:31,
9,1,0.71,2023-08-25 14:20:31,
