id,formula_cal_id,source,val_pos,value,created
1,1,i,2,10.0,2023-08-16 23:45:06
2,1,i,6,9.0,2023-08-16 23:45:06
3,1,i,8,5.0,2023-08-16 23:45:06
4,1,e,4,6.0,2023-08-16 23:45:06
5,2,i,2,8.0,2023-08-16 23:45:16
6,2,i,6,1.0,2023-08-16 23:45:16
7,2,i,8,16.0,2023-08-16 23:45:16
8,2,e,4,6.0,2023-08-16 23:45:16
9,3,i,2,1.0,2023-08-16 23:45:26
10,3,i,6,4.0,2023-08-16 23:45:26
11,3,i,8,11.0,2023-08-16 23:45:26
12,3,e,4,6.0,2023-08-16 23:45:26
13,4,i,2,8.0,2023-08-16 23:45:36
14,4,i,6,4.0,2023-08-16 23:45:36
15,4,i,8,9.0,2023-08-16 23:45:36
16,4,e,4,9.0,2023-08-16 23:45:36
17,5,i,2,13.0,2023-08-16 23:45:45
18,5,i,6,2.0,2023-08-16 23:45:45
19,5,i,8,10.0,2023-08-16 23:45:45
20,5,e,4,9.0,2023-08-16 23:45:45
21,6,i,2,9.0,2023-08-16 23:45:55
22,6,i,6,8.0,2023-08-16 23:45:55
23,6,i,8,9.0,2023-08-16 23:45:55
24,6,e,4,6.0,2023-08-16 23:45:55
25,7,i,2,6.0,2023-08-16 23:46:05
26,7,i,6,4.0,2023-08-16 23:46:05
27,7,i,8,9.0,2023-08-16 23:46:05
28,7,e,4,6.0,2023-08-16 23:46:05
29,8,i,2,10.0,2023-08-16 23:46:15
30,8,i,6,3.0,2023-08-16 23:46:15
31,8,i,8,9.0,2023-08-16 23:46:15
32,8,e,4,6.0,2023-08-16 23:46:15
33,9,i,2,3.0,2023-08-16 23:46:26
34,9,i,6,2.0,2023-08-16 23:46:26
35,9,i,8,10.0,2023-08-16 23:46:26
36,9,e,4,6.0,2023-08-16 23:46:26
37,10,i,2,10.0,2023-08-16 23:46:35
38,10,i,6,12.0,2023-08-16 23:46:35
39,10,i,8,11.0,2023-08-16 23:46:35
40,10,e,4,6.0,2023-08-16 23:46:35
41,11,i,2,9.0,2023-08-16 23:46:46
42,11,i,6,9.0,2023-08-16 23:46:46
43,11,i,8,10.0,2023-08-16 23:46:46
44,11,e,4,7.0,2023-08-16 23:46:46
45,12,i,2,2.0,2023-08-16 23:46:55
46,12,i,6,5.0,2023-08-16 23:46:55
47,12,i,8,3.0,2023-08-16 23:46:55
48,12,e,4,10.0,2023-08-16 23:46:55
49,13,i,2,7.0,2023-08-16 23:47:05
50,13,i,6,2.0,2023-08-16 23:47:05
51,13,i,8,10.0,2023-08-16 23:47:05
52,13,e,4,6.0,2023-08-16 23:47:05
53,14,i,2,2.0,2023-08-16 23:47:15
54,14,i,6,1.0,2023-08-16 23:47:15
55,14,i,8,10.0,2023-08-16 23:47:15
56,14,e,4,6.0,2023-08-16 23:47:15
57,15,i,2,9.0,2023-08-16 23:47:26
58,15,i,6,8.0,2023-08-16 23:47:26
59,15,i,8,9.0,2023-08-16 23:47:26
60,15,e,4,8.0,2023-08-16 23:47:26
