id,formula_cal_id,source,val_pos,value,created
1,4,i,2,1.0,2023-08-24 01:20:14
2,4,e,4,11.0,2023-08-24 01:20:14
3,4,e,6,11.0,2023-08-24 01:20:14
4,5,i,2,4.0,2023-08-24 01:20:23
5,5,e,4,3.0,2023-08-24 01:20:23
6,5,e,6,3.0,2023-08-24 01:20:23
7,6,i,2,12.0,2023-08-24 01:20:32
8,6,e,4,11.0,2023-08-24 01:20:32
9,6,e,6,11.0,2023-08-24 01:20:32
10,7,i,2,8.0,2023-08-24 01:20:41
11,7,e,4,11.0,2023-08-24 01:20:41
12,7,e,6,11.0,2023-08-24 01:20:41
13,8,i,2,11.0,2023-08-24 01:20:50
14,8,e,4,3.0,2023-08-24 01:20:50
15,8,e,6,3.0,2023-08-24 01:20:50
16,9,i,2,6.0,2023-08-24 01:20:59
17,9,e,4,15.0,2023-08-24 01:20:59
18,9,e,6,15.0,2023-08-24 01:20:59
19,10,i,2,6.0,2023-08-24 01:21:08
20,10,e,4,15.0,2023-08-24 01:21:08
21,10,e,6,15.0,2023-08-24 01:21:08
22,11,i,2,8.0,2023-08-24 01:21:17
23,11,e,4,6.0,2023-08-24 01:21:17
24,11,e,6,6.0,2023-08-24 01:21:17
25,12,i,2,9.0,2023-08-24 01:21:26
26,12,e,4,20.0,2023-08-24 01:21:26
27,12,e,6,20.0,2023-08-24 01:21:26
28,13,i,2,3.0,2023-08-24 01:21:35
29,13,e,4,4.0,2023-08-24 01:21:35
30,13,e,6,4.0,2023-08-24 01:21:35
31,14,i,2,10.0,2023-08-24 01:21:44
32,14,e,4,15.0,2023-08-24 01:21:44
33,14,e,6,15.0,2023-08-24 01:21:44
34,15,i,2,5.0,2023-08-24 01:21:53
35,15,e,4,6.0,2023-08-24 01:21:53
36,15,e,6,6.0,2023-08-24 01:21:53
37,16,i,2,10.0,2023-08-24 01:22:02
38,16,e,4,12.0,2023-08-24 01:22:02
39,16,e,6,12.0,2023-08-24 01:22:02
40,17,i,2,13.0,2023-08-24 01:22:11
41,17,e,4,7.0,2023-08-24 01:22:11
42,17,e,6,7.0,2023-08-24 01:22:11
43,18,i,2,10.0,2023-08-24 01:22:20
44,18,e,4,3.0,2023-08-24 01:22:20
45,18,e,6,3.0,2023-08-24 01:22:20
