id,req_type,DT_ID,API_ID,value,used,created
1,POST,2,7,9.0,1,2023-08-08 12:57:57
2,POST,2,7,12.0,1,2023-08-08 12:58:00
3,POST,2,7,3.0,1,2023-08-08 12:58:07
4,POST,2,7,5.0,1,2023-08-08 12:58:09
5,POST,2,7,11.0,1,2023-08-08 12:58:18
6,POST,2,7,16.0,1,2023-08-08 12:58:20
7,POST,2,7,11.0,1,2023-08-08 12:58:28
8,POST,2,7,14.0,1,2023-08-08 12:58:30
9,POST,2,7,8.0,1,2023-08-08 12:58:40
10,POST,2,7,4.0,1,2023-08-08 12:58:44
11,POST,2,7,13.0,1,2023-08-08 12:58:58
12,POST,2,7,10.0,1,2023-08-08 12:59:00
13,POST,2,7,8.0,1,2023-08-08 12:59:07
14,POST,2,7,3.0,1,2023-08-08 12:59:11
15,POST,2,7,14.0,1,2023-08-08 12:59:17
16,POST,2,7,18.0,0,2023-08-08 12:59:21
17,POST,2,7,3.0,0,2023-08-08 12:59:26
18,POST,2,7,5.0,0,2023-08-08 12:59:30
19,POST,2,7,15.0,0,2023-08-08 12:59:36
20,POST,2,7,5.0,0,2023-08-08 12:59:39
21,POST,2,7,13.0,0,2023-08-08 12:59:48
22,POST,2,7,9.0,0,2023-08-08 12:59:52
23,POST,2,7,4.0,0,2023-08-08 13:00:06
24,POST,2,7,9.0,0,2023-08-08 13:00:10
25,POST,2,7,9.0,0,2023-08-08 13:00:20
26,POST,2,7,6.0,0,2023-08-08 13:00:23
27,POST,2,7,6.0,0,2023-08-08 13:00:38
28,POST,2,7,3.0,0,2023-08-08 13:00:40
29,POST,2,7,6.0,0,2023-08-08 13:00:48
30,POST,2,7,11.0,0,2023-08-08 13:00:50
