id,DT_ID,stdev_value,created
1,-111111111,0.0,2023-08-24 01:19:56
2,-111111111,0.0,2023-08-24 01:20:05
3,2,2.121,2023-08-24 01:20:05
4,-111111111,0.0,2023-08-24 01:20:50
5,2,2.121,2023-08-24 01:20:50
6,1,4.899,2023-08-24 01:20:50
7,-111111111,0.0,2023-08-24 01:21:35
8,2,2.121,2023-08-24 01:21:35
9,1,5.801,2023-08-24 01:21:35
10,-111111111,0.0,2023-08-24 01:22:20
11,2,2.121,2023-08-24 01:22:20
12,1,5.357,2023-08-24 01:22:20
