id,DT_ID,API_ID,elapsed_time,created
1,1,2,1.009048,2023-05-27 12:35:59
2,1,2,0.007494,2023-05-27 12:36:06
3,1,2,1.009318,2023-05-27 12:36:15
4,1,2,1.012267,2023-05-27 12:36:23
5,1,2,1.009443,2023-05-27 12:36:31
6,1,2,1.011281,2023-05-27 12:36:39
7,1,2,2.011686,2023-05-27 12:36:48
8,1,2,2.012625,2023-05-27 12:36:56
9,1,2,0.006352,2023-05-27 12:37:02
10,1,2,2.010884,2023-05-27 12:37:12
11,1,2,0.007344,2023-05-27 12:37:18
12,1,2,0.007538,2023-05-27 12:37:26
13,1,2,1.015131,2023-05-27 12:37:35
14,1,2,0.003656,2023-05-27 12:37:42
15,1,2,2.011084,2023-05-27 12:37:52
